"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","year"
"39593",52,"admin.","married","university.degree","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,93.876,-40,0.672,5008.7,"yes",2010
"39596",29,"admin.","single","university.degree","no","yes","no","cellular","may","wed",1,999,1,"failure",-1.8,93.876,-40,0.672,5008.7,"yes",2010
"39597",44,"blue-collar","single","basic.6y","no","no","no","telephone","may","wed",1,999,0,"nonexistent",-1.8,93.876,-40,0.672,5008.7,"no",2010
"39598",27,"student","married","high.school","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",-1.8,93.876,-40,0.672,5008.7,"no",2010
"39600",48,"admin.","single","university.degree","no","yes","no","cellular","may","wed",4,999,1,"failure",-1.8,93.876,-40,0.672,5008.7,"no",2010
"39601",46,"management","married","basic.9y","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",-1.8,93.876,-40,0.672,5008.7,"no",2010
"39602",72,"retired","married","basic.4y","no","yes","no","cellular","may","wed",4,999,0,"nonexistent",-1.8,93.876,-40,0.672,5008.7,"yes",2010
"39604",37,"technician","married","university.degree","no","yes","no","cellular","may","thu",1,2,4,"success",-1.8,93.876,-40,0.677,5008.7,"yes",2010
"39608",52,"admin.","married","university.degree","no","no","no","cellular","may","thu",1,3,2,"success",-1.8,93.876,-40,0.677,5008.7,"yes",2010
"39609",52,"admin.","married","university.degree","no","yes","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,93.876,-40,0.677,5008.7,"no",2010
"39612",52,"technician","married","university.degree","no","no","no","cellular","may","thu",1,3,4,"success",-1.8,93.876,-40,0.677,5008.7,"yes",2010
"39615",78,"retired","divorced","basic.4y","no","yes","no","cellular","may","fri",2,7,2,"success",-1.8,93.876,-40,0.682,5008.7,"no",2010
"39617",44,"technician","married","university.degree","no","yes","no","cellular","may","fri",2,2,1,"success",-1.8,93.876,-40,0.682,5008.7,"yes",2010
"39620",30,"student","single","high.school","no","no","no","cellular","may","fri",2,3,2,"success",-1.8,93.876,-40,0.682,5008.7,"yes",2010
"39624",44,"admin.","single","university.degree","no","yes","no","cellular","may","fri",4,3,1,"success",-1.8,93.876,-40,0.682,5008.7,"yes",2010
"39625",33,"blue-collar","married","basic.6y","no","no","no","telephone","may","mon",1,999,0,"nonexistent",-1.8,93.876,-40,0.682,5008.7,"no",2010
"39626",82,"retired","married","high.school","unknown","yes","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,93.876,-40,0.682,5008.7,"no",2010
"39627",22,"student","single","unknown","no","yes","no","cellular","may","mon",2,3,2,"success",-1.8,93.876,-40,0.682,5008.7,"yes",2010
"39629",41,"admin.","married","university.degree","no","no","no","telephone","may","mon",2,999,0,"nonexistent",-1.8,93.876,-40,0.682,5008.7,"no",2010
"39631",46,"admin.","single","high.school","no","yes","no","cellular","may","mon",6,999,0,"nonexistent",-1.8,93.876,-40,0.682,5008.7,"no",2010
"39633",24,"student","single","high.school","no","yes","no","cellular","may","tue",2,999,2,"failure",-1.8,93.876,-40,0.682,5008.7,"no",2010
"39634",34,"technician","married","unknown","no","yes","no","telephone","may","tue",3,999,0,"nonexistent",-1.8,93.876,-40,0.682,5008.7,"no",2010
"39637",59,"admin.","divorced","basic.4y","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,93.876,-40,0.682,5008.7,"yes",2010
"39638",58,"admin.","married","high.school","no","yes","no","cellular","may","wed",1,6,1,"success",-1.8,93.876,-40,0.682,5008.7,"yes",2010
"39642",50,"admin.","married","high.school","no","yes","no","cellular","may","wed",1,999,2,"failure",-1.8,93.876,-40,0.682,5008.7,"no",2010
"39649",60,"admin.","married","unknown","no","yes","no","cellular","may","wed",1,6,2,"success",-1.8,93.876,-40,0.682,5008.7,"yes",2010
"39650",48,"unemployed","married","professional.course","no","no","no","telephone","may","wed",1,6,1,"success",-1.8,93.876,-40,0.682,5008.7,"yes",2010
"39652",30,"admin.","single","high.school","no","no","no","cellular","may","wed",1,13,1,"success",-1.8,93.876,-40,0.682,5008.7,"no",2010
"39656",92,"retired","married","unknown","no","yes","no","cellular","may","thu",1,6,2,"success",-1.8,93.876,-40,0.683,5008.7,"no",2010
"39658",31,"admin.","married","university.degree","no","yes","no","cellular","may","thu",1,3,1,"success",-1.8,93.876,-40,0.683,5008.7,"yes",2010
"39661",29,"admin.","single","university.degree","no","no","no","cellular","may","thu",1,3,3,"success",-1.8,93.876,-40,0.683,5008.7,"yes",2010
"39662",39,"services","married","high.school","no","yes","no","cellular","may","thu",2,6,3,"success",-1.8,93.876,-40,0.683,5008.7,"yes",2010
"39664",40,"admin.","single","basic.9y","no","yes","no","cellular","may","thu",1,2,3,"success",-1.8,93.876,-40,0.683,5008.7,"yes",2010
"39666",28,"admin.","single","high.school","no","yes","no","cellular","may","thu",2,999,1,"failure",-1.8,93.876,-40,0.683,5008.7,"no",2010
"39669",52,"management","married","university.degree","no","no","no","cellular","may","fri",2,9,1,"success",-1.8,93.876,-40,0.684,5008.7,"yes",2010
"39670",52,"management","married","university.degree","no","no","no","cellular","may","fri",5,999,1,"failure",-1.8,93.876,-40,0.684,5008.7,"no",2010
"39672",47,"technician","divorced","professional.course","no","no","yes","telephone","may","fri",1,999,0,"nonexistent",-1.8,93.876,-40,0.684,5008.7,"no",2010
"39675",68,"retired","married","basic.4y","no","yes","yes","cellular","may","fri",1,6,1,"success",-1.8,93.876,-40,0.684,5008.7,"yes",2010
"39685",63,"retired","married","professional.course","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,93.876,-40,0.685,5008.7,"no",2010
"39687",33,"admin.","married","university.degree","no","yes","yes","cellular","may","mon",2,999,0,"nonexistent",-1.8,93.876,-40,0.685,5008.7,"no",2010
"39689",60,"blue-collar","married","basic.4y","no","yes","no","cellular","may","mon",2,6,2,"success",-1.8,93.876,-40,0.685,5008.7,"yes",2010
"39691",63,"retired","married","professional.course","no","yes","yes","cellular","may","mon",2,14,1,"success",-1.8,93.876,-40,0.685,5008.7,"yes",2010
"39692",33,"technician","married","university.degree","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,93.876,-40,0.685,5008.7,"yes",2010
"39693",74,"retired","divorced","university.degree","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,93.876,-40,0.688,5008.7,"yes",2010
"39696",29,"admin.","married","high.school","no","no","no","telephone","may","wed",1,999,0,"nonexistent",-1.8,93.876,-40,0.69,5008.7,"no",2010
"39698",28,"student","single","high.school","no","no","yes","cellular","may","wed",1,3,5,"success",-1.8,93.876,-40,0.69,5008.7,"yes",2010
"39700",68,"retired","married","professional.course","no","no","yes","cellular","may","thu",1,999,1,"failure",-1.8,93.876,-40,0.692,5008.7,"yes",2010
"39712",61,"blue-collar","married","basic.6y","no","yes","yes","cellular","may","fri",1,3,2,"success",-1.8,93.876,-40,0.695,5008.7,"yes",2010
"39713",41,"management","married","unknown","no","yes","no","cellular","may","fri",1,18,2,"failure",-1.8,93.876,-40,0.695,5008.7,"yes",2010
"39715",34,"admin.","married","university.degree","no","yes","no","cellular","may","fri",3,8,3,"failure",-1.8,93.876,-40,0.695,5008.7,"yes",2010
"39716",29,"services","single","high.school","no","yes","no","cellular","may","fri",1,999,2,"failure",-1.8,93.876,-40,0.695,5008.7,"no",2010
"39717",45,"self-employed","married","high.school","no","no","no","cellular","may","fri",1,999,1,"failure",-1.8,93.876,-40,0.695,5008.7,"yes",2010
"39719",24,"unemployed","single","high.school","no","no","yes","cellular","may","mon",2,999,0,"nonexistent",-1.8,93.876,-40,0.697,5008.7,"yes",2010
"39720",80,"retired","married","basic.4y","no","no","no","cellular","may","mon",1,3,3,"success",-1.8,93.876,-40,0.697,5008.7,"yes",2010
"39721",51,"management","married","university.degree","no","yes","no","cellular","may","mon",2,999,4,"failure",-1.8,93.876,-40,0.697,5008.7,"no",2010
"39723",79,"retired","married","basic.9y","no","yes","yes","cellular","may","mon",1,999,1,"failure",-1.8,93.876,-40,0.697,5008.7,"no",2010
"39724",24,"unemployed","single","high.school","no","yes","no","cellular","may","mon",1,13,2,"failure",-1.8,93.876,-40,0.697,5008.7,"yes",2010
"39727",20,"student","single","unknown","no","no","no","cellular","may","tue",2,3,5,"success",-1.8,93.876,-40,0.697,5008.7,"yes",2010
"39728",20,"student","single","unknown","no","no","no","cellular","may","tue",2,12,1,"success",-1.8,93.876,-40,0.697,5008.7,"yes",2010
"39729",36,"admin.","married","university.degree","no","no","no","cellular","may","tue",4,999,0,"nonexistent",-1.8,93.876,-40,0.697,5008.7,"yes",2010
"39730",36,"admin.","married","university.degree","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,93.876,-40,0.697,5008.7,"yes",2010
"39737",31,"technician","divorced","university.degree","no","no","no","cellular","may","wed",3,7,3,"success",-1.8,93.876,-40,0.697,5008.7,"yes",2010
"39738",84,"retired","married","basic.9y","no","yes","no","cellular","may","wed",1,999,1,"failure",-1.8,93.876,-40,0.697,5008.7,"no",2010
"39739",28,"admin.","single","university.degree","no","no","no","cellular","may","wed",2,3,2,"success",-1.8,93.876,-40,0.697,5008.7,"yes",2010
"39740",28,"admin.","married","high.school","no","no","yes","cellular","may","wed",2,999,0,"nonexistent",-1.8,93.876,-40,0.697,5008.7,"yes",2010
"39746",36,"admin.","married","university.degree","no","yes","yes","cellular","may","thu",1,6,2,"success",-1.8,93.876,-40,0.699,5008.7,"yes",2010
"39747",37,"student","divorced","university.degree","no","yes","no","cellular","may","thu",1,999,1,"failure",-1.8,93.876,-40,0.699,5008.7,"yes",2010
"39748",40,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",-1.8,93.876,-40,0.699,5008.7,"no",2010
"39750",43,"technician","married","professional.course","no","no","no","cellular","may","thu",1,999,1,"failure",-1.8,93.876,-40,0.699,5008.7,"yes",2010
"39754",38,"admin.","single","basic.9y","no","no","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,93.876,-40,0.699,5008.7,"yes",2010
"39756",61,"admin.","married","unknown","no","no","no","cellular","may","thu",3,9,2,"success",-1.8,93.876,-40,0.699,5008.7,"yes",2010
"39758",35,"unemployed","married","high.school","no","yes","no","telephone","may","fri",1,999,2,"failure",-1.8,93.876,-40,0.699,5008.7,"no",2010
"39759",33,"admin.","married","university.degree","no","yes","no","cellular","may","fri",2,999,3,"failure",-1.8,93.876,-40,0.699,5008.7,"no",2010
"39760",23,"unemployed","married","high.school","no","no","no","telephone","may","fri",1,999,0,"nonexistent",-1.8,93.876,-40,0.699,5008.7,"no",2010
"39762",25,"technician","single","high.school","no","yes","no","cellular","may","fri",3,999,2,"failure",-1.8,93.876,-40,0.699,5008.7,"no",2010
"39764",29,"technician","married","professional.course","no","no","no","cellular","may","fri",2,999,2,"failure",-1.8,93.876,-40,0.699,5008.7,"yes",2010
"39765",30,"admin.","single","university.degree","no","unknown","unknown","cellular","may","fri",3,999,0,"nonexistent",-1.8,93.876,-40,0.699,5008.7,"yes",2010
"39766",26,"unemployed","married","basic.4y","no","no","no","telephone","may","fri",1,999,0,"nonexistent",-1.8,93.876,-40,0.699,5008.7,"no",2010
"39767",72,"retired","single","university.degree","no","yes","yes","cellular","may","fri",3,999,0,"nonexistent",-1.8,93.876,-40,0.699,5008.7,"no",2010
"39769",72,"retired","single","university.degree","no","no","no","cellular","may","fri",3,999,0,"nonexistent",-1.8,93.876,-40,0.699,5008.7,"no",2010
"39774",29,"technician","single","high.school","no","no","no","cellular","may","mon",1,13,3,"failure",-1.8,93.876,-40,0.701,5008.7,"no",2010
"39775",27,"student","single","basic.9y","no","yes","yes","cellular","may","mon",1,999,0,"nonexistent",-1.8,93.876,-40,0.701,5008.7,"yes",2010
"39777",31,"unknown","single","high.school","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,93.876,-40,0.701,5008.7,"yes",2010
"7765",42,"technician","married","professional.course","unknown","no","no","telephone","jun","mon",9,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7768",41,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7772",45,"services","married","basic.9y","no","no","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7774",39,"unemployed","married","university.degree","no","yes","no","telephone","jun","mon",4,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7779",29,"services","divorced","high.school","no","no","yes","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7780",59,"retired","married","unknown","no","no","yes","telephone","jun","mon",4,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7782",30,"services","married","high.school","no","no","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7783",46,"technician","married","professional.course","no","no","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7789",38,"blue-collar","married","high.school","no","yes","yes","telephone","jun","mon",8,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7790",59,"retired","married","university.degree","unknown","yes","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7791",32,"technician","single","professional.course","no","unknown","unknown","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7796",26,"services","single","basic.9y","no","yes","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7800",42,"management","divorced","high.school","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7804",44,"technician","married","basic.4y","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7811",44,"self-employed","divorced","high.school","no","yes","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7812",39,"admin.","single","university.degree","no","yes","yes","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7815",60,"management","married","university.degree","no","no","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"yes",2008
"7818",30,"services","divorced","basic.9y","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"yes",2008
"7819",38,"technician","single","university.degree","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7820",28,"services","married","high.school","no","no","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"yes",2008
"7824",35,"services","single","basic.4y","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7837",42,"blue-collar","married","basic.6y","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7838",43,"blue-collar","divorced","unknown","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7841",32,"blue-collar","married","professional.course","no","yes","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7844",30,"services","married","high.school","no","no","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7845",31,"self-employed","married","university.degree","no","yes","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7847",38,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7851",30,"services","married","high.school","no","no","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7852",48,"blue-collar","married","unknown","unknown","no","no","telephone","jun","mon",7,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7853",38,"blue-collar","married","basic.6y","unknown","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7854",58,"unemployed","married","basic.9y","no","no","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7855",39,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7858",35,"blue-collar","married","basic.9y","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7864",44,"admin.","single","high.school","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
"7865",35,"blue-collar","married","high.school","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",2008
